Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
ZereFF,1.0,197.0,0.9,127.0,17.3,19.3,Mythociast,55.1,50.6,54.9,14.2,40.3
ZesBeeW,,247.2,1.3,157.5,22.2,24.8,Team SMG,94.0,93.0,94.9,44.8,91.8
Zest,,210.9,1.1,135.5,23.8,36.7,Vision Strikers,70.9,77.4,70.8,56.2,76.2
Zeus,1.0,230.7,1.1,143.3,23.2,8.3,X10 Esports,86.8,68.7,82.6,51.9,82.0
ZmjjKK,0.8,230.3,0.8,136.3,20.0,0.0,CBT Gaming,86.7,34.8,71.7,28.5,56.9
Zodiac,0.7,174.4,0.7,105.7,18.4,6.3,Regal E-Sports,30.2,20.1,19.6,19.4,13.2
Zoid,1.1,233.5,1.3,150.5,25.3,3.8,SUS SquaD,88.4,93.1,90.1,67.6,94.2
ZouR,0.4,120.3,0.5,73.0,15.0,0.0,Team Revanant,1.8,2.5,1.6,5.2,0.5
Zxerv,1.0,191.7,1.1,121.8,25.5,14.6,Lexious Gaming,49.4,80.5,45.6,68.6,65.2
Zyppan,1.0,240.4,1.1,152.8,29.8,6.3,FunPlus Phoenix,91.6,78.8,91.8,89.1,95.9
aLerT,0.9,188.2,1.0,117.5,20.8,7.5,Sharper Esport,45.8,53.9,37.1,33.5,38.4
aaraN,1.3,250.0,1.9,144.0,21.0,33.0,Team Arrow,94.9,99.8,84.0,35.4,88.0
acApp,0.9,166.0,0.9,103.0,24.3,10.3,UwU,21.8,35.8,15.9,60.3,26.4
ade,0.8,155.4,0.8,98.6,23.7,19.9,Crazy Raccoon,13.6,34.6,11.6,54.9,20.6
adi,,124.0,0.5,80.0,26.0,6.0,Optix,2.3,3.9,2.4,72.4,10.5
aditeehee,0.3,66.3,0.2,35.0,11.0,0.0,Ben10,0.4,0.4,0.2,1.1,0.1
adrnking,1.0,212.8,1.0,127.8,23.4,12.1,BOOM Esports,73.2,63.8,56.7,53.3,66.0
adverso,1.0,206.5,1.1,132.4,21.6,13.2,Australs,65.5,78.4,65.9,39.1,66.6
aimDLL,0.9,206.7,1.1,143.3,26.8,16.3,BBL Esports,65.8,71.2,82.5,77.4,84.6
aimhunterr,0.9,177.0,0.9,114.0,26.0,50.0,Geekay Esports,32.6,48.9,31.2,72.4,44.1
akemy,0.8,154.8,0.8,98.2,21.9,5.7,E-Xolos LAZER,13.2,30.8,11.1,41.3,15.3
akz,,169.0,0.7,127.2,17.8,6.8,KRÜ Esports,24.1,15.6,55.5,15.7,19.1
alca,,182.3,0.6,123.0,18.0,0.0,Optix,37.7,7.4,47.8,16.8,18.7
allow,1.0,222.0,1.1,142.5,23.5,8.2,NUTURN,80.8,81.3,81.2,54.1,84.7
alvar,1.1,233.6,1.2,155.0,28.8,15.0,NASR Esports,88.5,85.7,93.4,86.1,96.2
ambush,1.0,202.2,1.2,123.6,23.6,20.4,PN Crew,61.5,86.7,48.6,54.6,67.7
andreewchl,0.6,134.3,0.5,95.6,32.3,0.0,Pana.Rabbit,4.6,5.1,8.7,95.7,20.3
aproto,0.8,172.9,0.8,113.4,38.6,3.3,Luminosity,28.6,31.2,30.0,99.4,45.8
arch,0.6,123.6,0.5,81.5,26.8,9.1,Natus Vincere,2.1,5.3,2.9,77.3,12.8
aspas,0.9,207.4,1.0,143.1,25.8,39.1,SLICK,66.9,52.8,82.4,70.6,75.2
axeddy,0.9,177.5,0.8,109.3,15.1,25.2,Jaguares Esports,32.9,24.7,24.0,5.8,12.6
azoh,0.7,187.0,0.7,115.4,17.8,13.9,Team Bliss,44.0,18.9,33.9,16.0,19.5
b0i,0.9,160.4,0.8,108.6,19.9,10.0,100 Thieves,16.7,28.4,23.5,27.6,15.2
b3ta,1.0,193.5,0.9,126.0,25.8,16.8,Sharper Esport,51.2,45.9,53.3,70.3,56.6
baddyG,,227.7,0.8,153.3,22.3,0.0,Ballista,85.0,27.3,92.3,45.2,67.3
bang,0.8,148.6,0.7,103.9,27.6,5.3,TSM,9.6,13.0,16.9,80.9,22.0
barce,0.8,160.7,0.8,102.1,23.5,12.9,ZETA DIVISION,17.2,26.9,14.8,54.4,20.0
bazz,,187.7,0.8,114.9,16.6,10.4,FIRST Gaming,45.1,33.0,33.1,10.2,22.3
beAst,0.8,147.0,0.7,99.9,17.6,7.4,NASR Esports,8.8,16.3,12.9,14.7,5.2
blaZek1ng,1.0,213.7,1.0,135.6,25.5,12.5,BOOM Esports,74.0,66.5,71.0,68.7,77.8
blackhawk,1.2,221.2,1.4,138.9,32.7,10.6,Team XO,79.9,95.0,75.4,96.1,95.3
bld,0.9,199.9,0.9,124.8,30.6,4.7,SLICK,58.8,41.8,51.1,91.5,64.7
bonkar,0.8,142.2,0.8,91.8,16.3,16.9,Guild Esports,6.4,23.6,6.5,9.0,4.5
braveaf,,168.9,0.8,102.1,22.0,25.9,tyeasy,23.9,25.1,15.2,42.3,17.4
bucher1,0.9,200.8,1.0,127.6,20.8,17.3,YaLLa Esports,59.7,61.5,56.5,33.8,54.3
budgetAcE,1.1,273.0,1.1,188.0,31.0,0.0,Ben10,98.6,81.2,99.6,92.8,98.4
budimeisteR,1.0,201.2,1.1,135.3,30.2,6.6,NXL LIGAGAME,60.3,71.6,70.3,90.6,83.1
bullseyE,0.9,220.7,0.9,142.7,25.3,0.0,OnlyFriends,79.7,43.6,81.4,68.0,75.1
buzlumuzlusut,,196.1,1.0,125.9,32.2,9.4,İstanbul Wildcats,53.8,54.4,53.0,95.6,70.2
byrf,,208.1,1.2,133.6,23.1,7.9,Wygers Argentina,67.4,88.8,67.8,51.2,76.1
cNed,1.2,248.2,1.3,151.9,24.0,13.1,Acend,94.4,94.9,91.0,58.5,94.1
cactuzio,0.9,186.4,0.9,122.9,22.3,39.6,Fox Gaming,42.8,35.5,47.7,45.2,38.7
cakepac,0.8,227.0,0.6,144.3,15.0,0.0,xCeed,84.5,9.2,84.3,5.2,43.4
cedrik,,148.8,0.7,96.7,23.7,4.6,KPC Computer Studio,9.8,13.7,10.2,55.5,13.1
ceegu1N,1.0,229.9,1.2,140.0,19.2,6.5,INGAMING Esports,86.1,82.6,76.9,23.9,74.3
chase,1.0,214.6,1.0,137.7,24.8,11.8,Stars Horizon,74.6,64.9,74.0,63.3,76.7
chiwa,,227.5,1.0,140.0,29.2,5.8,Ninjas in Pyjamas,84.9,65.5,76.9,87.7,88.4
chrollo,1.1,211.6,1.4,136.0,17.5,14.6,Anubis Gaming,72.0,95.8,71.5,14.6,68.7
cloudy,1.0,221.2,1.0,143.8,25.8,7.0,Mythociast,80.0,52.4,83.4,70.3,80.6
clover,0.9,128.7,0.9,88.3,19.4,0.0,Damaru Gaming,3.3,48.8,5.2,24.7,10.6
clutchyy,1.0,206.1,1.1,135.6,23.2,9.9,PEACE,65.3,72.0,70.9,51.7,71.1
coco,0.9,180.0,0.9,119.0,24.0,17.0,Oasis Gaming,35.7,47.4,39.7,57.7,42.7
conir,0.8,204.0,0.9,131.9,19.4,6.9,Pana.Rabbit,63.0,38.9,64.3,24.8,46.4
corey,0.9,211.9,1.0,140.6,27.0,11.2,FaZe Clan,72.3,56.7,77.9,78.3,80.0
crashies,1.0,207.0,1.1,137.4,24.0,17.3,Envy,66.1,68.6,73.4,58.3,73.2
crazyguy,1.1,211.1,1.1,130.6,27.5,17.2,Team Big BAAM,71.2,81.0,62.3,80.8,84.1
crow,0.9,163.8,0.9,109.4,18.6,8.8,ZETA DIVISION,19.4,45.6,24.4,20.7,18.8
cukijAs,,171.1,0.9,107.4,24.1,3.7,Meta Gaming,26.0,36.3,21.6,59.0,29.1
cuppycake,0.7,136.7,0.6,86.0,30.7,0.0,FEARUS,5.2,7.7,4.6,91.8,18.2
d0rf,0.9,159.9,0.9,96.5,24.4,20.4,Team Big BAAM,16.5,41.6,9.6,60.7,24.2
d3ffo,1.0,203.2,1.1,129.1,24.3,19.5,Gambit Esports,62.4,74.7,59.5,59.7,69.9
d4v41,1.1,219.9,1.2,143.8,27.0,9.3,Paper Rex,79.2,84.2,83.6,78.0,91.1
dFuze,0.6,105.8,0.5,70.2,27.5,13.0,Elementals,1.1,2.9,1.4,80.7,11.9
daiK,0.7,183.5,0.6,129.2,13.0,9.2,Team Bliss,40.0,10.5,59.7,2.8,19.6
dapr,1.0,194.6,1.1,120.6,18.2,10.9,Sentinels,52.2,74.2,43.0,18.2,44.9
daps,0.8,171.8,0.8,114.0,15.2,20.0,NRG Esports,27.2,34.9,31.2,6.0,15.9
david,0.5,134.0,0.5,86.7,17.7,0.0,Pana.Rabbit,4.3,3.7,4.7,15.1,2.3
dazzLe,0.9,181.6,0.7,120.4,19.8,4.0,Luminosity,36.9,20.5,42.3,27.3,23.6
deNaro,0.9,183.2,0.9,122.2,21.0,12.9,Sharks Esports,39.0,49.8,46.7,34.6,38.0
debout,,243.8,1.1,150.5,14.4,7.2,Furious Gaming,92.6,75.3,89.9,3.8,71.7
deigara,0.9,198.0,0.9,124.1,26.9,15.9,9z Team,56.2,50.0,50.0,77.8,61.5
delevingne,,200.0,1.0,115.0,12.0,0.0,Vorax,59.1,68.1,33.4,2.0,35.4
delus1on,,229.8,1.4,147.3,16.3,7.9,Stampede Gaming,86.0,97.0,87.5,9.4,77.5
delusion,0.6,132.0,0.5,84.0,29.6,3.9,Meta Gaming,3.9,5.2,4.1,88.4,16.4
delz1k,0.9,178.8,1.0,113.5,23.8,9.0,KRÜ Esports,34.4,53.5,30.3,56.6,40.4
demo,,191.5,0.9,114.9,16.8,16.8,İstanbul Wildcats,49.1,47.7,32.8,11.1,28.5
dennis69,1.2,213.0,1.5,124.2,16.2,32.5,nA Whiff Masters,73.4,98.4,50.1,8.7,60.7
dephh,1.0,199.8,1.1,128.3,27.7,7.1,XSET,58.8,76.4,57.7,81.2,75.5
deshaunte,,150.3,0.7,95.0,21.2,19.6,Funkboings,10.7,15.9,8.3,36.8,8.1
dexterr,0.7,99.8,0.5,67.5,26.0,18.9,MAXD Esports,0.7,2.9,1.0,72.4,9.3
dgzin,1.0,218.0,1.1,140.5,29.8,22.0,Stars Horizon,77.7,70.9,77.7,89.0,88.6
dimasick,0.8,191.4,1.0,124.5,28.8,6.9,FunPlus Phoenix,49.0,52.6,50.5,86.3,63.4
dinkzj,0.9,187.2,0.9,112.5,16.5,19.2,Natus Vincere,44.3,45.8,28.7,10.0,24.7
disk0,1.2,231.1,1.4,157.8,28.1,28.4,ORDER,87.1,96.1,95.2,83.4,97.4
dispenser,1.1,203.1,1.2,132.4,22.6,18.8,Team Secret,62.3,85.9,66.0,46.8,71.4
dlta,0.6,156.3,0.6,106.3,25.3,5.0,Exality,14.1,6.1,20.1,68.0,18.0
doma,1.0,203.8,1.1,132.9,28.4,12.1,FNATIC,62.7,74.9,66.6,84.5,81.6
drago,,152.7,0.8,97.0,22.0,25.3,Vorax,11.8,24.6,10.4,42.3,13.0
draken,1.0,190.4,1.0,124.7,21.8,14.6,Guild Esports,48.0,62.8,51.0,40.8,51.3
dreAms,,219.2,1.1,141.4,19.4,17.3,CrowСrowd,78.8,69.9,79.2,24.9,68.2
ducT,0.8,176.2,0.8,108.0,19.7,13.3,EGO,31.8,29.4,22.5,26.0,18.6
eKo,,225.0,1.1,136.5,27.0,17.2,TNL Esports,83.1,76.3,71.9,78.9,87.1
eddshot,0.6,170.0,0.7,102.0,12.0,,FS Esports,25.0,12.8,14.7,2.0,5.3
edw0rd,0.8,185.0,0.7,126.7,17.0,15.0,RedMonk Junior,41.4,17.5,53.9,12.4,23.0
eeiu,0.9,180.4,0.8,116.9,21.6,14.2,NRG Esports,36.3,26.4,36.3,39.3,27.8
eezy,0.8,174.8,0.8,121.3,14.8,8.3,Team Bliss,30.3,26.1,44.5,4.3,17.2
effys,1.0,186.6,1.0,117.4,21.2,17.8,Version1,42.9,61.9,36.9,36.7,41.2
end7my,,189.4,0.8,122.0,20.0,6.6,Team Divinity,46.9,23.4,46.0,28.5,29.4
envy,1.0,227.3,1.1,137.8,23.5,6.2,FENNEL,84.6,74.4,74.2,53.8,80.9
esc4norrr,1.1,249.4,1.2,153.0,17.1,0.0,RedFire.Wasd Arena,94.7,82.9,92.0,13.3,78.8
exy,,277.2,1.6,192.5,34.3,13.2,TNL Esports,99.2,99.5,99.7,97.6,99.9
ezzy,1.0,200.4,1.1,125.4,32.2,8.4,Enigma Gaming,59.5,80.8,52.3,95.2,81.3
f0rsakeN,1.2,258.6,1.4,163.4,25.1,23.8,Paper Rex,96.9,96.2,97.8,66.2,96.6
f1redup,0.7,205.7,0.7,111.3,31.3,14.3,Team Inazuma,64.6,13.6,26.9,93.9,50.1
falfalfal,,169.0,1.0,111.8,25.8,0.0,Team SMG,24.1,67.3,27.7,70.9,46.2
fancy9,0.7,135.0,0.6,86.7,26.6,5.5,Exceeli Esports,4.7,10.1,4.8,75.9,14.9
ferg,0.9,186.1,0.9,118.1,21.6,0.0,Mindfreak,42.3,38.5,38.0,39.0,34.3
fiveK,0.8,169.6,0.8,111.5,25.4,13.9,F4Q,24.7,28.0,27.1,68.2,30.7
fl1pzjder,1.0,229.4,1.0,143.5,27.1,4.5,BOOM Esports,85.7,65.4,82.8,79.5,87.7
flammable,,165.1,0.7,109.1,13.8,6.1,GMT Esports,20.9,18.7,23.8,3.3,7.1
floppy,0.8,137.1,0.7,83.9,22.6,10.0,Cloud9,5.4,17.3,3.9,46.5,8.4
foxz,1.0,219.6,1.1,141.7,24.0,17.4,X10 Esports,78.9,79.8,79.5,58.4,84.5
fr0st,1.2,190.3,1.3,128.6,25.6,18.4,Anubis Gaming,47.8,92.6,58.3,69.3,73.5
fra,0.9,158.9,0.9,98.4,22.3,11.2,Sharks Esports,15.8,36.8,11.4,45.5,18.4
fred,,239.0,1.0,146.7,16.0,0.0,Zero Zone,90.7,64.0,87.0,7.9,66.9
frostmind,0.7,139.0,0.6,94.1,41.6,0.0,BOOM Esports,5.5,6.5,8.1,99.6,21.7
frz,0.9,185.2,1.0,114.4,25.2,13.4,Team Vikings,41.7,66.6,31.8,66.6,52.7
fuzari,0.7,130.5,0.7,96.9,25.6,29.2,Stars Horizon,3.6,11.6,10.3,69.4,14.7
fzkk,,229.0,1.1,129.0,11.0,25.0,Vorax,85.5,73.6,59.3,1.1,56.3
fznnn,0.9,168.8,0.8,112.7,21.8,17.1,Gamelanders Blue,23.7,33.5,29.0,40.7,23.6
gMd,0.9,199.2,1.0,135.4,30.1,16.2,Gen.G,57.8,57.1,70.6,90.4,76.4
gaabxx,1.0,213.4,1.1,131.0,23.5,10.3,Sharks Esports,73.6,80.1,63.2,53.7,74.7
gessito,0.4,169.2,0.8,108.5,14.5,19.4,Meta Gaming,24.4,25.2,23.2,4.0,9.2
glovee,0.8,160.6,0.8,102.5,24.8,19.2,Oxygen Esports,17.0,24.2,15.6,63.0,21.8
glow,,202.2,1.1,124.0,21.6,12.4,Vision Strikers,61.5,77.3,49.6,39.0,59.5
glyph,0.6,134.0,0.5,82.0,29.0,11.0,Team Valor,4.3,3.3,3.2,86.9,15.5
godspeed,0.7,164.3,0.5,109.7,25.0,0.0,Clarity,20.2,4.7,24.9,64.8,20.5
godvexy,1.0,170.0,1.1,107.5,25.2,17.9,Enigma Gaming,25.1,77.9,21.7,67.3,47.2
gothchild,1.0,211.1,1.1,133.9,25.8,14.6,Team Arrow,71.3,72.8,68.3,70.8,79.0
gtn,0.9,194.8,0.9,123.1,15.7,12.4,Team Vikings,52.5,49.5,47.8,7.0,33.9
guishorro,,151.0,0.6,102.6,25.1,7.4,Meta Gaming,11.0,5.9,15.7,66.3,15.8
gustt1nha,,209.2,0.9,131.8,26.5,30.0,Imperial Esports,68.3,35.7,64.1,75.5,65.0
hLs,0.7,150.5,0.6,100.8,22.7,22.0,Exality,10.8,10.7,13.7,47.7,10.9
habibi Russel,0.6,158.3,0.6,105.3,34.0,8.3,Run and Gun,15.4,6.0,19.1,97.3,27.7
haiVaan,0.9,183.3,0.9,123.8,25.0,23.3,GodLike Esports,39.3,47.1,49.1,64.8,50.6
hazed,0.7,152.6,0.7,91.8,27.4,20.4,TSM,11.7,17.0,6.6,80.5,20.8
heat,1.2,257.2,1.4,158.5,29.9,14.3,Keyd Stars,96.8,95.2,95.6,89.5,99.2
hellff,1.1,200.6,1.2,132.7,26.4,15.5,Velocity Gaming,59.6,88.2,66.2,75.1,81.8
heyNF,1.0,213.3,1.1,138.0,26.7,11.0,ONIC G,73.5,72.1,74.5,76.3,84.4
hikkA,1.0,194.2,1.1,124.9,17.9,18.8,Enigma Gaming,51.8,69.8,51.3,16.3,45.8
hoody,1.1,230.3,1.2,146.2,28.6,10.5,Giants Gaming,86.6,84.1,86.5,85.2,94.7
hoppY,,209.5,1.0,132.2,24.8,27.2,DfuseTeam,69.0,59.2,65.1,63.0,70.0
hoveRR,1.0,216.2,1.1,147.7,20.2,6.6,YaLLa Esports,76.0,72.2,87.7,29.9,73.0
hsNNN,0.9,180.0,0.9,122.2,29.1,13.5,Team - Perfectionists,35.7,46.3,46.7,87.4,55.9
hugeon,0.8,160.6,1.0,104.3,25.7,16.2,One Breath Gaming,17.0,53.7,17.4,69.9,34.6
hvoya,,179.3,0.9,116.3,30.7,22.4,CrowСrowd,34.6,39.4,35.3,92.0,51.0
hyeoni,0.8,159.1,0.9,106.5,34.3,14.2,NUTURN,16.0,35.4,20.5,97.7,37.9
hype,,220.1,0.9,151.1,16.2,9.2,Alliance,79.4,44.8,90.2,8.8,57.7
iFly,1.2,226.4,1.4,148.0,29.6,6.1,Piercer Esports,84.1,95.7,87.9,88.5,96.5
iNTRO,1.0,214.0,1.2,134.1,29.1,14.7,DAMWON Gaming,74.1,82.3,68.8,87.4,87.6
iSpeeed,1.0,225.0,1.2,136.0,10.9,0.0,nA Whiff Masters,83.1,83.3,71.4,0.9,63.5
iceiceice,1.0,188.1,1.0,114.8,18.5,5.5,Zeusaberz Esports,45.7,57.5,32.4,19.8,33.4
iftyy,0.8,156.0,0.7,99.0,29.0,14.0,Team EthereaL,13.8,14.5,12.1,86.9,23.8
igod,0.3,133.0,0.4,89.0,29.0,,FS Esports,4.0,1.3,5.6,86.9,15.6
jacobin,0.8,168.2,0.8,103.8,26.0,8.6,INGAMING Esports,23.3,22.8,16.8,72.4,27.0
jammyz,0.9,174.0,0.8,121.6,16.5,18.9,Version1,29.8,28.6,44.9,10.1,20.1
jarpiX,1.0,199.3,1.0,129.3,21.7,33.0,UwU,57.9,54.6,59.9,39.7,54.4
jcStani,,233.7,1.1,139.7,30.7,0.0,Immortals,88.5,79.3,76.3,91.8,93.7
jeyj7y,,214.5,0.9,143.5,26.0,61.6,OtherSide,74.5,45.2,82.7,72.4,75.8
jfoeN,1.0,229.6,1.1,142.2,19.8,11.1,INFINITY,85.8,72.4,80.4,26.6,72.7
jigsaw,0.8,191.0,0.7,121.0,22.0,0.0,Team - Perfectionists,48.7,16.6,43.7,42.3,32.1
jpgex,0.7,185.0,0.7,111.7,13.0,14.0,Ragnarok,41.4,13.1,27.3,2.8,11.5
junglew0w,1.0,201.0,1.1,134.6,24.5,15.0,Team Bliss,59.9,68.7,69.6,61.2,70.9
k1Ng,1.1,220.6,1.3,142.5,23.4,21.8,Vision Strikers,79.6,93.7,81.1,53.1,86.6
kAzoo,0.9,202.9,1.0,137.9,28.6,7.2,YaLLa Esports,62.1,63.9,74.3,85.2,80.3
kaboose,0.9,199.5,1.0,125.3,25.1,29.4,Envy,58.1,57.7,52.1,66.4,62.0
kakashi,0.5,122.0,0.5,80.2,24.3,4.7,Insomnia,2.0,3.0,2.7,60.3,7.3
kalth,1.2,241.5,1.3,157.0,24.0,2.0,Nebula,92.2,91.7,94.7,57.7,93.8
kaminoco,,199.5,0.8,127.3,23.4,21.6,FIRST Gaming,58.1,34.8,55.8,53.4,51.1
kasper,1.1,231.0,1.3,149.7,33.7,15.0,Geekay Esports,86.9,94.2,89.3,96.7,98.2
kelevra,0.9,195.6,0.9,126.9,16.3,3.6,Fox Gaming,53.2,50.3,54.5,8.9,36.9
keloqz,1.0,232.0,1.1,144.9,29.1,3.8,G2 Esports,87.8,75.4,84.7,87.6,93.4
kero,0.8,159.8,0.7,105.5,21.3,11.5,BBL Esports,16.3,13.2,19.3,37.2,12.1
keznit,1.1,247.0,1.2,156.0,25.0,17.5,KRÜ Esports,93.9,84.3,94.2,65.9,94.0
kiNgg,1.1,229.7,1.3,143.8,21.8,14.8,Australs,85.9,92.7,83.5,40.9,85.7
kibo,0.8,164.9,0.8,103.1,18.6,13.4,Team Novas,20.7,32.6,15.9,20.3,13.3
kobra,,178.0,0.8,115.5,25.2,3.8,GoNGo Prince,33.6,30.6,34.1,67.4,36.6
koldamenta,0.9,172.7,0.9,115.9,20.8,7.0,G2 Esports,28.2,40.8,34.6,33.6,27.6
kon4n,0.8,196.4,0.9,128.6,25.5,11.5,paiN Gaming,54.3,38.3,58.5,68.8,56.5
koosta,1.0,199.5,1.0,136.5,20.9,17.3,Gen.G,58.3,59.5,72.0,34.1,57.8
krain,1.0,201.0,1.0,132.0,24.8,7.7,Liberty,59.9,67.6,64.8,63.2,69.8
kraizzzz,0.6,146.1,0.5,105.3,22.6,0.0,Pana.Rabbit,8.3,3.8,18.9,46.7,9.6
kugio,1.1,210.2,1.3,140.7,27.0,20.0,Piercer Esports,70.3,92.1,78.2,78.2,89.5
kurtesy,0.7,124.0,0.6,93.7,30.7,0.0,Oasis Gaming,2.3,8.9,7.5,91.8,19.0
kyoto,0.7,148.1,0.7,102.3,23.7,0.0,Dire Wolves,9.3,11.5,15.3,55.6,14.1
lauress,0.9,199.0,0.9,125.6,29.9,4.9,Fire Flux Esports,57.3,36.5,52.6,89.4,62.4
leaf,1.1,267.5,1.2,165.5,24.0,27.4,Cloud9,98.3,87.9,98.0,57.2,94.5
leakeN,,212.0,0.9,151.7,19.0,33.3,Team Divinity,72.6,48.0,90.9,22.6,61.7
legoo,0.7,157.0,0.8,105.0,20.5,29.7,BBL Esports,14.6,25.3,18.1,32.4,13.6
leobas,1.1,204.6,1.0,139.8,27.5,8.9,ATROPELADOS,63.7,63.1,76.4,80.6,79.5
liazzi,1.0,217.7,1.1,140.3,22.0,25.7,Liberty,77.5,73.0,77.5,41.6,74.3
ligasa,,162.0,0.7,93.3,29.0,0.0,Optix,18.1,14.5,7.3,86.9,23.5
light,0.9,168.7,0.9,106.0,24.1,10.9,Sharks Esports,23.6,36.2,19.9,58.6,27.9
lil Aceu,0.3,122.0,0.4,73.0,25.7,0.0,Run and Gun,2.0,1.1,1.6,69.7,8.6
logaN,,228.5,1.1,144.2,23.0,21.8,DfuseTeam,85.3,80.8,84.2,50.1,85.2
lowel,,200.0,1.4,130.4,24.0,13.2,Team Heretics,59.1,96.7,61.9,57.7,76.3
lucasvade,1.0,186.9,1.0,116.5,15.8,0.0,ATROPELADOS,43.5,64.6,35.7,7.1,32.0
lucifer,0.9,179.6,0.9,113.3,25.3,0.0,nA Whiff Masters,35.2,41.2,29.8,67.7,40.1
luckeRRR,,199.0,0.8,112.7,31.0,20.0,Alliance,57.3,34.0,28.8,92.8,54.5
lurzy0y0,0.7,173.6,0.7,114.0,24.6,0.0,Fire Flux Esports,29.1,14.8,31.2,61.6,27.4
m1tez,0.8,210.3,1.0,133.2,33.5,15.2,Oxygen Esports,70.4,52.2,67.2,96.6,80.7
mNdS,0.7,157.4,0.7,101.3,20.1,13.1,SLICK,14.7,17.2,14.1,29.3,8.7
mTz1,1.1,244.0,1.1,153.0,26.0,7.3,RTG eSports,92.7,76.4,92.0,72.4,92.9
mada,0.9,236.3,0.9,155.3,28.4,0.0,Andbox,89.6,43.7,93.7,84.4,87.2
maestr0,1.1,227.9,1.4,142.5,22.2,16.5,Lexious Gaming,85.1,96.6,81.3,44.6,86.7
mag0o,0.8,229.0,1.1,137.8,17.2,25.9,FUT Esports,85.5,68.4,74.2,13.6,64.4
makiba,0.9,172.9,1.0,112.4,23.5,8.5,ZETA DIVISION,28.5,61.6,28.4,53.9,39.1
marin,0.8,199.5,0.9,116.6,22.0,20.9,SCARZ,58.1,43.4,35.7,42.3,42.1
marky,0.9,217.0,1.0,134.0,20.0,0.0,Oasis Gaming,76.8,55.6,68.7,28.5,60.4
matheuzin,0.8,168.4,0.8,106.4,27.3,10.3,paiN Gaming,23.5,21.5,20.4,80.2,29.7
mazin,0.9,171.3,0.9,111.9,29.7,11.9,FURIA,26.6,51.1,27.8,88.6,48.2
mindfreak,1.0,169.1,1.0,105.4,24.3,21.3,Paper Rex,24.2,63.5,19.2,60.3,37.2
minse,0.7,209.0,1.3,158.4,20.2,13.0,One Breath Gaming,68.0,94.1,95.5,30.2,81.2
mitch,1.0,196.1,1.1,126.6,18.1,21.1,Cloud9,53.9,73.1,53.8,17.6,49.9
mittiii,1.1,224.2,1.2,138.5,16.7,17.0,FENNEL,82.1,85.6,75.0,10.7,68.4
mizu,1.0,201.2,1.5,124.1,35.6,15.1,9z Team,60.4,98.2,49.9,98.4,86.5
modeskiii,,223.0,1.0,140.0,19.0,14.0,ArkAngel,81.3,55.6,76.9,22.6,62.9
moefcute,0.8,197.7,0.8,121.7,24.7,0.0,FEARUS,55.8,25.5,45.1,62.1,45.5
moose,1.0,188.4,0.9,126.2,21.8,13.2,Luminosity,46.0,37.4,53.6,40.5,41.1
morE,1.1,219.8,1.3,144.8,30.5,100.0,RTG eSports,79.1,92.3,84.5,91.4,95.4
mt1xo,,154.6,0.7,96.6,26.4,5.2,RARE Esports,12.9,14.3,9.8,75.2,19.3
muffinloop,1.2,283.8,1.3,170.8,26.0,6.2,Bi eSports,99.5,90.5,98.5,72.4,97.0
mummAy,1.0,194.9,1.0,119.0,18.3,3.6,Envy,52.7,55.3,39.7,18.9,36.8
murizzz,0.9,193.8,0.9,127.9,23.1,13.2,Keyd Stars,51.5,46.1,56.9,50.8,52.4
mw1,1.1,253.5,1.3,153.8,24.9,9.6,Velocity Gaming,95.9,92.9,92.7,63.5,95.1
mwzera,1.0,257.1,1.1,161.3,16.8,12.3,Gamelanders Blue,96.7,79.0,97.2,11.1,79.7
n1zzy,1.0,234.0,1.0,141.0,34.2,0.0,EGO,88.7,68.1,78.7,97.5,92.7
nAts,1.2,239.1,1.3,149.7,31.1,19.6,Gambit Esports,90.8,94.5,89.4,93.1,98.4
nTK,0.9,186.9,1.0,117.9,21.9,11.6,Team Big BAAM,43.6,58.7,37.5,41.1,42.9
nagi,0.8,172.2,0.7,105.0,18.2,19.5,Insomnia,27.9,19.8,18.3,18.5,11.4
naikzera,0.3,89.7,0.2,62.7,13.0,0.0,Team Inazuma,0.6,0.5,0.6,2.8,0.2
natz,0.8,169.6,0.9,111.8,20.4,20.7,Alter Ego,24.7,39.1,27.5,31.2,22.6
neptune,1.0,216.0,1.1,134.3,27.1,22.9,Rise,75.7,73.8,69.1,79.7,84.8
neth,1.0,191.7,1.0,121.8,21.7,12.8,Crazy Raccoon,49.3,65.8,45.6,40.3,50.8
nickTizzy,1.2,273.3,1.3,170.0,21.0,0.0,Tenacity,98.8,91.3,98.4,35.4,90.7
nieSoW,,268.0,1.2,169.0,23.7,0.0,Team Heretics,98.4,84.8,98.4,55.6,93.9
niffy,1.0,229.3,1.0,135.7,22.3,0.0,Sharper Esport,85.6,55.9,71.1,45.2,70.7
ninim,0.7,172.0,0.7,116.7,24.3,0.0,Dire Wolves,27.5,13.6,35.8,60.3,27.5
nitr0,1.0,186.7,1.1,121.4,25.3,11.5,100 Thieves,43.0,71.7,44.7,67.8,59.2
no1syboy,1.0,198.8,0.9,126.8,18.1,8.4,NXL LIGAGAME,57.0,49.2,54.2,18.1,41.3
