Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
mwzera,0.9,164.4,0.8,109.0,18.7,,FURIA,12.5,11.2,13.0,1.0,3.8
n1zzy,0.9,183.2,1.0,123.9,41.0,27.0,Team Secret,36.7,53.4,44.6,99.0,62.6
nAts,1.1,213.8,1.2,140.5,26.7,25.6,Team Liquid,82.1,83.7,84.4,30.0,79.6
nataNk,0.9,185.3,1.0,124.0,26.6,31.6,KOI,41.2,41.2,45.4,28.7,34.2
neT,0.9,170.5,0.9,111.4,33.9,25.7,Cloud9,18.8,27.2,16.9,83.7,31.9
nephh,1.1,195.8,1.0,121.0,23.2,19.9,Bilibili Gaming,58.5,60.7,39.1,9.1,37.7
nizhaoTZH,,131.0,0.4,,,,All Gamers,1.3,0.3,,,0.6
nobody,1.0,192.2,1.1,128.9,31.6,24.9,EDward Gaming,52.7,63.3,58.3,68.1,66.8
nzr,1.0,171.6,0.9,118.7,27.4,25.4,MIBR,20.4,27.8,31.6,38.1,23.0
o0o0o,0.7,140.3,0.7,88.3,30.1,,Nova Esports,2.6,2.9,0.7,58.0,7.0
oderus,0.9,184.3,0.9,128.0,38.0,41.0,Apeks,39.0,33.2,55.4,97.4,57.2
pANcada,1.1,199.8,1.1,136.5,36.3,19.2,LOUD,67.4,73.5,77.9,92.2,87.9
paTiTek,0.9,173.5,1.0,114.2,25.7,31.8,Team Liquid,22.4,39.6,19.2,21.8,16.9
penny,1.1,209.5,1.1,137.6,20.8,32.6,Apeks,79.6,83.1,79.8,3.6,70.0
player,0.7,174.4,0.7,108.0,27.7,,All Gamers,23.3,6.4,10.7,41.0,10.2
primmie,1.1,223.3,1.2,143.9,37.0,30.6,TALON,90.4,95.2,89.6,94.1,98.4
pryze,0.9,173.4,0.8,117.9,24.9,29.5,2Game Esports,22.0,15.0,29.0,16.3,10.9
purp0,0.9,189.0,0.9,125.3,36.3,28.0,GIANTX,46.6,20.8,49.2,91.9,50.5
pyrolll,0.8,146.9,0.8,99.6,34.9,23.4,Karmine Corp,4.2,8.1,3.6,88.3,18.2
qRaxs,0.9,177.2,0.9,115.2,30.6,33.0,FUT Esports,27.5,24.3,22.1,59.3,28.1
raafa,0.6,139.3,0.6,94.1,21.1,23.8,FURIA,1.9,2.2,1.3,4.2,1.6
runneR,0.9,172.5,0.8,116.1,24.3,29.0,GIANTX,21.7,13.1,24.4,14.0,8.9
rushia,1.1,196.9,1.1,132.1,24.0,13.5,Bilibili Gaming,60.1,70.3,69.1,12.7,52.1
s0m,1.0,202.6,1.1,131.6,27.4,35.7,Mega Minors,73.5,74.4,67.8,37.8,71.9
saadhak,0.9,174.9,0.8,114.8,28.2,31.3,Karmine Corp,24.0,19.2,21.2,44.0,19.5
sheydos,0.9,165.7,0.9,115.2,29.5,26.8,KOI,15.3,25.9,22.5,55.0,23.3
silentzz,0.9,191.5,1.0,127.9,35.2,27.2,2Game Esports,51.1,49.8,55.0,89.9,69.6
skuba,1.1,187.9,1.2,124.9,27.6,22.8,Mega Minors,44.4,88.5,47.9,40.1,56.2
slowly,1.3,236.3,1.4,156.2,31.4,,TYLOO,97.8,99.0,98.7,65.1,96.8
sociablEE,1.0,209.2,1.1,137.0,27.6,28.8,BBL Esports,78.9,80.2,78.5,39.7,78.3
something,1.1,208.5,1.2,134.3,26.6,21.7,Paper Rex,78.0,86.3,74.9,29.6,76.0
soulcas,0.9,182.0,0.9,123.0,34.0,26.1,KOI,34.5,38.0,42.7,84.0,46.3
spike,0.9,223.3,1.0,142.7,28.9,40.7,2Game Esports,90.7,47.9,87.9,50.8,78.6
stax,1.0,170.0,1.0,115.5,30.8,26.6,T1,18.2,41.9,23.1,61.6,31.3
stellar,1.1,204.0,1.2,143.0,19.0,100.0,FURIA,74.8,91.7,88.4,1.3,72.5
stew,1.1,236.3,1.3,151.8,32.2,,JDG Esports,96.8,96.8,96.4,72.6,97.1
supamen,1.0,184.0,1.0,120.5,36.8,32.7,Evil Geniuses,38.0,57.5,36.8,93.5,57.5
sword9,1.0,171.0,1.0,116.6,25.4,,TYLOO,19.8,51.1,25.7,19.5,21.7
t3xture,1.1,231.3,1.2,146.4,25.8,35.2,Gen.G,94.6,93.3,92.2,22.8,85.9
tex,0.9,175.0,0.9,117.0,35.0,30.8,LEVIATÁN,24.3,36.4,26.4,88.9,39.9
thyy,1.0,203.7,1.0,130.7,32.2,26.3,TALON,74.4,61.0,64.8,73.0,76.7
tomaszy,0.8,170.7,0.8,112.6,32.3,33.8,GIANTX,19.2,13.4,17.9,73.9,25.2
trent,1.2,202.2,1.3,135.1,28.5,28.9,G2 Esports,72.2,97.1,76.5,47.6,83.4
trexx,1.0,190.3,1.0,125.0,19.2,27.7,Team Liquid,48.6,44.4,48.2,1.6,30.7
tuyz,0.8,156.1,0.8,106.7,32.5,25.4,FURIA,7.7,10.5,8.8,76.5,17.3
v1c,1.1,197.7,1.2,128.3,31.0,29.2,Cloud9,62.6,92.0,57.3,62.2,77.0
v1nny,0.8,141.4,0.7,98.1,30.6,18.5,LOUD,2.9,4.5,2.9,59.6,8.6
vakk,0.8,147.0,0.8,94.1,33.4,23.0,BBL Esports,4.5,8.1,1.6,80.8,15.0
valyn,1.1,193.9,1.1,124.1,24.2,37.1,G2 Esports,56.2,70.6,45.9,13.4,43.1
vo0kashu,1.1,217.7,1.2,147.7,31.5,,Dragon Ranger Gaming,85.9,93.0,92.5,66.8,93.6
waituu,0.9,167.7,0.8,102.9,23.4,,TYLOO,16.0,17.6,5.5,10.7,4.5
westside,1.0,189.6,1.0,123.7,41.5,26.9,GIANTX,47.3,54.6,44.3,99.3,69.3
whzy,1.1,242.1,1.2,156.7,27.2,25.7,Bilibili Gaming,99.0,91.1,99.0,36.5,91.1
xenom,1.0,171.4,1.0,110.8,31.6,23.6,MIBR,20.1,49.5,16.0,67.1,33.2
xeus,1.0,227.4,1.1,144.6,37.5,49.3,FUT Esports,92.3,78.6,90.2,96.1,96.5
xffero,1.0,184.4,1.1,124.0,28.3,28.2,Rex Regum Qeon,39.9,66.5,45.0,45.0,45.0
yay,1.0,215.6,1.0,140.4,31.8,36.4,Evil Geniuses,83.4,52.1,83.7,70.4,81.5
yetujey,1.0,202.0,1.1,134.8,25.3,25.8,FUT Esports,71.6,67.7,75.6,18.9,62.9
yokam,0.6,159.1,0.6,107.0,23.8,65.8,Global Esports,8.9,1.6,9.4,12.1,3.2
yoman,0.9,162.8,0.9,105.0,28.3,22.4,Global Esports,11.5,29.7,7.2,45.9,14.4
yosemite,1.0,214.5,1.2,132.6,27.1,,FunPlus Phoenix,82.7,86.6,70.7,34.5,77.3
zander,1.0,189.4,1.1,121.0,24.7,31.6,100 Thieves,47.0,61.7,38.8,15.3,36.4
zekken,1.1,230.5,1.2,148.4,25.9,33.8,Sentinels,94.2,90.4,93.5,23.1,85.6
zjc,0.9,170.5,0.8,114.4,32.1,,EDward Gaming,18.5,14.7,19.9,71.7,25.6
